,number_of_rooms,floor,area,address,date,price,"latitude, longitude"
1388,3,4,64.0,Сино,09.02.2022 18:35,515000,"(38.5615057, 68.739065)"
1389,4,4,120.0,И.Сомони,09.02.2022 18:34,1060000,"(38.5871679, 68.7869964)"
1390,3,4,63.0,Зарафшон,09.02.2022 18:33,520000,"(38.5853222, 68.71890381645422)"
1391,1,4,41.0,Зарнисор,09.02.2022 18:31,290000,"(38.5077678, 68.7681578)"
1392,1,1,30.0,,09.02.2022 18:28,135000,"(nan, nan)"
1393,3,4,74.0,84 мкр,09.02.2022 18:22,907000,"(38.52399065, 68.74912565571961)"
1394,2,1,50.0,,09.02.2022 18:16,374000,"(nan, nan)"
1395,4,1,80.0,Сино,09.02.2022 18:09,700000,"(38.5615057, 68.739065)"
1396,2,2,58.0,91 мкр,09.02.2022 18:07,550000,"(38.54670385, 68.74736905)"
1397,1,4,60.0,Хукумат р-на Шохмансур,09.02.2022 18:04,370000,"(nan, nan)"
1398,4,2,80.0,9 км,09.02.2022 18:01,445000,"(38.5885533, 68.7787884)"
1399,3,4,56.0,Фирдавси,09.02.2022 17:58,480000,"(38.5305762, 68.7763022)"
1400,2,2,56.0,Сино,09.02.2022 17:58,420000,"(38.5615057, 68.739065)"
1401,2,6,52.0,Фирдавси,09.02.2022 17:57,220000,"(38.5305762, 68.7763022)"
1402,3,1,90.0,н. Фирдавси дех дарёбод,09.02.2022 17:56,250000,"(38.5858337, 68.793715)"
1403,2,5,77.0,,09.02.2022 17:52,720000,"(nan, nan)"
1404,3,1,64.0,Шохмансур,09.02.2022 17:51,1000000,"(38.5507163, 68.8305472)"
1405,4,4,50.0,,09.02.2022 17:41,542000,"(nan, nan)"
1406,2,7,65.0,Шомансур,09.02.2022 17:38,270000,"(nan, nan)"
1407,1,1,25.0,65 мкр,09.02.2022 17:35,230000,"(38.5823233, 68.74831405)"
1408,2,11,60.0,Испечак 2,09.02.2022 17:25,237300,"(38.5849938, 68.7245146)"
1409,6,3,220.0,,09.02.2022 17:18,1824000,"(nan, nan)"
1410,3,3,76.0,Центр,09.02.2022 17:18,915000,"(38.584950250000006, 68.76348722496377)"
1411,1,2,28.0,Фирдавси,09.02.2022 17:16,196000,"(38.5305762, 68.7763022)"
1412,4,4,85.0,92 мкр,09.02.2022 17:15,577777,"(38.52225355, 68.74991793788521)"
1413,2,7,68.0,Сино,09.02.2022 17:03,365000,"(38.5615057, 68.739065)"
1414,1,3,28.0,Танка,09.02.2022 17:02,264600,"(38.5626183, 68.785379)"
1415,2,6,60.0,Сино,09.02.2022 16:55,360000,"(38.5615057, 68.739065)"
1416,2,8,53.0,Садбарг,09.02.2022 16:42,570000,"(38.562076, 68.7984058)"
1417,3,7,121.0,Исмоили Сомони,09.02.2022 16:33,1040000,"(38.5834656, 68.7891768)"
1418,4,5,100.0,Сино,09.02.2022 16:27,850000,"(38.5615057, 68.739065)"
1419,3,1,60.0,Мохи Нав,09.02.2022 16:24,416000,"(38.55966, 68.7514043)"
1420,3,10,83.0,82мкр,09.02.2022 16:19,627000,"(nan, nan)"
1421,2,1,40.0,Корвон,09.02.2022 16:18,230000,"(38.50599805, 68.75511569013814)"
1422,3,10,103.0,Дом печать,09.02.2022 16:14,830000,"(38.5707484, 68.7886955)"
1423,2,6,58.0,Испечак 2,09.02.2022 16:13,400000,"(38.5849938, 68.7245146)"
1424,2,7,78.0,92мкр,09.02.2022 16:08,615000,"(nan, nan)"
1425,1,2,30.0,Фирдавси,09.02.2022 15:59,155000,"(38.5305762, 68.7763022)"
1426,4,2,76.0,Сино,09.02.2022 15:57,560000,"(38.5615057, 68.739065)"
1427,5,14,225.0,,09.02.2022 15:54,1824000,"(nan, nan)"
1428,2,3,61.0,Центр,09.02.2022 15:53,850000,"(38.584950250000006, 68.76348722496377)"
1429,2,3,61.0,Сино,09.02.2022 15:50,272000,"(38.5615057, 68.739065)"
1430,1,6,52.0,,09.02.2022 15:45,291000,"(nan, nan)"
1431,3,4,120.0,Шохмансур,09.02.2022 15:43,1400000,"(38.5507163, 68.8305472)"
1432,2,4,50.0,46мкр,09.02.2022 15:43,395000,"(nan, nan)"
1433,2,6,47.0,Сино,09.02.2022 15:42,165000,"(38.5615057, 68.739065)"
1434,2,7,72.0,Испечак,09.02.2022 15:30,360000,"(38.585271649999996, 68.7282739598053)"
1435,3,2,50.0,,09.02.2022 15:29,770000,"(nan, nan)"
1436,1,3,40.0,Фирдавси,09.02.2022 15:28,156000,"(38.5305762, 68.7763022)"
1437,2,4,64.0,Сино Зарафшон,09.02.2022 15:07,427500,"(38.5829199, 68.71853950433649)"
1438,3,7,82.0,Зарафшон,09.02.2022 15:06,510000,"(38.5853222, 68.71890381645422)"
1439,2,6,72.0,Филармония,09.02.2022 15:04,499000,"(38.5635832, 68.7537962)"
1440,4,3,155.0,112 мкр,09.02.2022 15:03,1539000,"(38.5208346, 68.74790775)"
1441,2,12,78.0,Опера,09.02.2022 14:59,475000,"(38.5686785, 68.79479377896965)"
1442,2,6,60.0,Фирдавси,09.02.2022 14:58,500000,"(38.5305762, 68.7763022)"
1443,2,9,67.0,И. Сомони,09.02.2022 14:47,684000,"(38.5871679, 68.7869964)"
1444,2,1,65.0,Шохмансур,09.02.2022 14:35,410000,"(38.5507163, 68.8305472)"
1445,3,2,64.0,Зарафшон,09.02.2022 14:30,520000,"(38.5853222, 68.71890381645422)"
1446,5,4,50.0,,09.02.2022 14:26,847359,"(nan, nan)"
1447,1,2,30.0,Фирдавси,09.02.2022 14:24,150000,"(38.5305762, 68.7763022)"
1448,2,1,54.0,Испечак 2,09.02.2022 14:24,440500,"(38.5849938, 68.7245146)"
1449,2,6,74.0,Зарафшон,09.02.2022 14:23,518000,"(38.5853222, 68.71890381645422)"
1450,2,2,50.0,Фирдавси,09.02.2022 14:17,200000,"(38.5305762, 68.7763022)"
1451,3,1,77.0,Фирдавси,09.02.2022 14:13,570000,"(38.5305762, 68.7763022)"
1452,2,2,46.0,Сино,09.02.2022 14:12,235000,"(38.5615057, 68.739065)"
1453,2,4,48.0,Испечак 2,09.02.2022 14:11,382000,"(38.5849938, 68.7245146)"
1454,2,4,52.0,Сино,09.02.2022 14:02,475000,"(38.5615057, 68.739065)"
1455,4,3,135.0,Исмоил Сомони,09.02.2022 14:02,2150000,"(38.5739136, 68.7854047)"
1456,2,3,52.0,101 мкр,09.02.2022 14:00,450000,"(38.5425835, 68.81521423589763)"
1457,2,10,111.0,92 мкр,09.02.2022 13:57,570000,"(38.52225355, 68.74991793788521)"
1458,3,17,118.0,,09.02.2022 13:51,610000,"(nan, nan)"
1459,2,13,65.0,Сино,09.02.2022 13:51,385000,"(38.5615057, 68.739065)"
1460,1,12,61.0,,09.02.2022 13:51,348000,"(nan, nan)"
1461,3,12,106.0,,09.02.2022 13:50,604000,"(nan, nan)"
1462,1,14,60.0,,09.02.2022 13:50,342000,"(nan, nan)"
1463,1,13,57.0,Спартак,09.02.2022 13:49,325000,"(38.58096865, 68.79602632635067)"
1464,2,10,96.0,,09.02.2022 13:47,635000,"(nan, nan)"
1465,3,1,80.0,92 мкр,09.02.2022 13:43,820000,"(38.52225355, 68.74991793788521)"
1466,2,7,78.0,,09.02.2022 13:42,461000,"(nan, nan)"
1467,2,9,53.0,83 мкр (автовокзал),09.02.2022 13:40,385000,"(38.5296206, 68.74739629999999)"
1468,4,4,60.0,Шаҳраки Шарора,09.02.2022 13:38,265000,"(nan, nan)"
1469,1,10,50.0,,09.02.2022 13:30,384000,"(nan, nan)"
1470,3,2,110.0,Поворот Аэропорт,09.02.2022 13:22,1140000,"(38.4881522, 68.7153354)"
1471,3,5,50.0,,09.02.2022 13:18,810000,"(nan, nan)"
1472,2,3,93.0,Шохмансур,09.02.2022 12:56,795000,"(38.5507163, 68.8305472)"
1473,2,9,58.0,,09.02.2022 12:55,289000,"(nan, nan)"
1474,2,9,46.0,,09.02.2022 12:54,230000,"(nan, nan)"
1475,4,5,100.0,Испечак,09.02.2022 12:54,570000,"(38.585271649999996, 68.7282739598053)"
1476,4,6,156.0,103 мкр,09.02.2022 12:48,1140000,"(38.5425835, 68.81521423589763)"
1477,3,4,63.0,Цирк,09.02.2022 12:47,490000,"(38.5575994, 68.76368975457416)"
1478,3,12,80.0,92 мкр,09.02.2022 12:43,718000,"(38.52225355, 68.74991793788521)"
1479,2,2,45.0,Сино,09.02.2022 12:43,397000,"(38.5615057, 68.739065)"
1480,3,2,75.0,91 мкр,09.02.2022 12:35,624000,"(38.54670385, 68.74736905)"
1481,3,9,78.0,Сино 2,09.02.2022 12:33,390000,"(38.5615057, 68.739065)"
1482,3,5,50.0,,09.02.2022 12:33,590000,"(nan, nan)"
1483,3,2,45.0,Автовокзал,09.02.2022 12:27,400000,"(38.57144665, 68.75630004640139)"
1484,2,6,56.0,н.Сино махалаи Зарафшон,09.02.2022 12:23,310000,"(38.5615057, 68.739065)"
1485,2,5,69.0,Сино,09.02.2022 12:19,420000,"(38.5615057, 68.739065)"
1486,1,16,61.0,Сино,09.02.2022 12:08,243000,"(38.5615057, 68.739065)"
1487,2,2,55.0,Сино,09.02.2022 12:08,300000,"(38.5615057, 68.739065)"
1488,2,9,50.0,,09.02.2022 12:04,370000,"(nan, nan)"
1489,2,3,42.0,Сино,09.02.2022 12:01,320000,"(38.5615057, 68.739065)"
1490,1,2,36.0,Фирдавси,09.02.2022 11:56,300000,"(38.5305762, 68.7763022)"
1491,1,8,48.0,Сино,09.02.2022 11:54,218800,"(38.5615057, 68.739065)"
1492,1,7,49.0,Сино,09.02.2022 11:51,223440,"(38.5615057, 68.739065)"
1493,2,7,71.0,Сино,09.02.2022 11:49,323760,"(38.5615057, 68.739065)"
1494,2,6,93.0,Сино,09.02.2022 11:47,424000,"(38.5615057, 68.739065)"
1495,6,10,210.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:46,1486800,"(nan, nan)"
1496,3,4,55.0,Сино,09.02.2022 11:46,420000,"(38.5615057, 68.739065)"
1497,1,5,47.0,Сино,09.02.2022 11:46,241100,"(38.5615057, 68.739065)"
1498,6,12,190.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 11:45,1413600,"(nan, nan)"
1499,6,14,170.0,Ориентир Минобразование,09.02.2022 11:44,1224000,"(nan, nan)"
1500,6,4,150.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:43,1260000,"(nan, nan)"
1501,1,5,44.0,Сино,09.02.2022 11:42,223740,"(38.5615057, 68.739065)"
1502,1,4,29.0,Чайхана Рохат,09.02.2022 11:42,360000,"(38.5845918, 68.7871317)"
1503,3,11,100.0,Мост 46-го мкр,09.02.2022 11:41,513000,"(nan, nan)"
1504,3,12,80.0,,09.02.2022 11:41,695500,"(nan, nan)"
1505,2,10,44.0,,09.02.2022 11:41,513000,"(nan, nan)"
1506,2,11,86.0,Ориентир улица Дехлави,09.02.2022 11:41,598560,"(nan, nan)"
1507,1,4,47.0,Сино,09.02.2022 11:39,241110,"(38.5615057, 68.739065)"
1508,2,13,76.0,Ориентир Институт Изобразительного Искусства,09.02.2022 11:39,556320,"(nan, nan)"
1509,2,15,66.0,Ориентир Штаб Програнвойск России,09.02.2022 11:37,467280,"(nan, nan)"
1510,5,5,56.0,улица Дехлави,09.02.2022 11:36,463680,"(38.5655987, 68.8064792)"
1511,6,9,228.0,Ориентир улица Ниссор Мухаммад,09.02.2022 11:33,1641600,"(nan, nan)"
1512,1,10,47.0,Яккачинор,09.02.2022 11:32,241000,"(38.5644634, 68.7598051)"
1513,6,11,208.0,Ориентир Комплекс Ромиз Плаза,09.02.2022 11:31,1572480,"(nan, nan)"
1514,1,3,50.0,Хитой бозор,09.02.2022 11:29,230000,"(38.554049899999995, 68.78854784999999)"
1515,2,10,51.0,Сзади Гранд Отеля,09.02.2022 11:28,592800,"(nan, nan)"
1516,3,19,143.0,,09.02.2022 11:28,684684,"(nan, nan)"
1517,6,13,188.0,Ориентир Школа № 65,09.02.2022 11:28,1376160,"(nan, nan)"
1518,1,4,44.0,Сино,09.02.2022 11:27,223740,"(38.5615057, 68.739065)"
1519,2,10,80.0,Филармония,09.02.2022 11:27,360000,"(38.5635832, 68.7537962)"
1520,2,5,74.0,Хитой Бозор,09.02.2022 11:26,270000,"(38.554049899999995, 68.78854784999999)"
1521,1,10,47.0,,09.02.2022 11:26,535000,"(nan, nan)"
1522,2,15,98.0,Ашан,09.02.2022 11:25,614500,"(38.5737759, 68.8016005)"
1523,5,11,141.0,Ориентир улица Дехлави,09.02.2022 11:25,981360,"(nan, nan)"
1524,3,13,91.0,,09.02.2022 11:23,912000,"(nan, nan)"
1525,4,15,218.0,Ашан,09.02.2022 11:23,1880000,"(38.5737759, 68.8016005)"
1526,2,8,74.0,,09.02.2022 11:21,807000,"(nan, nan)"
1527,5,13,131.0,,09.02.2022 11:21,958920,"(nan, nan)"
1528,3,9,140.0,,09.02.2022 11:20,1117000,"(nan, nan)"
1529,3,7,97.0,112 мкр,09.02.2022 11:19,1100000,"(38.5208346, 68.74790775)"
1530,2,8,73.0,Цирк,09.02.2022 11:18,350000,"(38.5575994, 68.76368975457416)"
1531,1,17,64.0,Пайкар,09.02.2022 11:17,308000,"(38.5683072, 68.7866566)"
1532,5,15,121.0,Ориентир Штаб Програнвойск России,09.02.2022 11:17,856680,"(nan, nan)"
1533,3,12,80.0,Сино,09.02.2022 11:16,582000,"(38.5615057, 68.739065)"
1534,1,8,47.0,Гранд Отель,09.02.2022 11:16,322000,"(38.5736713, 68.7948765)"
1535,2,16,86.0,,09.02.2022 11:15,461000,"(nan, nan)"
1536,2,7,62.0,Сельхоз,09.02.2022 11:15,690000,"(nan, nan)"
1537,5,5,111.0,улица Дехлави,09.02.2022 11:15,919080,"(38.5655987, 68.8064792)"
1538,5,3,97.0,112мкр,09.02.2022 11:14,638400,"(nan, nan)"
1539,2,14,75.0,,09.02.2022 11:14,513000,"(nan, nan)"
1540,2,16,103.0,,09.02.2022 11:14,645810,"(nan, nan)"
1541,2,6,70.0,,09.02.2022 11:14,660000,"(nan, nan)"
1542,1,10,71.0,,09.02.2022 11:13,809400,"(nan, nan)"
1543,2,2,70.0,Испечак 2,09.02.2022 11:13,433200,"(38.5849938, 68.7245146)"
1544,3,10,130.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:13,920400,"(nan, nan)"
1545,3,5,129.0,Садбарг,09.02.2022 11:13,1710000,"(38.562076, 68.7984058)"
1546,2,7,65.0,92 мкр,09.02.2022 11:12,624800,"(38.52225355, 68.74991793788521)"
1547,3,1,68.0,92 мкр,09.02.2022 11:12,550000,"(38.52225355, 68.74991793788521)"
1548,1,14,59.0,,09.02.2022 11:12,320000,"(nan, nan)"
1549,1,3,47.0,Сино,09.02.2022 11:12,241110,"(38.5615057, 68.739065)"
1550,2,6,68.0,,09.02.2022 11:11,627000,"(nan, nan)"
1551,3,9,100.0,Супермаркет Ситора,09.02.2022 11:11,850000,"(38.5605563, 68.7480733)"
1552,3,10,65.0,Сзади кинотеатра Ватан,09.02.2022 11:10,775200,"(nan, nan)"
1553,3,12,110.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 11:10,818400,"(nan, nan)"
1554,3,4,90.0,91 мкр,09.02.2022 11:10,798000,"(38.54670385, 68.74736905)"
1555,3,12,66.0,,09.02.2022 11:10,862500,"(nan, nan)"
1556,3,7,80.0,Фирдавси,09.02.2022 11:09,496000,"(38.5305762, 68.7763022)"
1557,3,14,90.0,Ориентир Минобразование,09.02.2022 11:09,648000,"(nan, nan)"
1558,2,11,46.0,Зарнисор,09.02.2022 11:09,433000,"(38.5077678, 68.7681578)"
1559,2,6,59.0,испечак 2,09.02.2022 11:09,409000,"(38.5849938, 68.7245146)"
1560,2,10,61.0,Зарафшон,09.02.2022 11:09,494000,"(38.5853222, 68.71890381645422)"
1561,3,12,90.0,,09.02.2022 11:08,534000,"(nan, nan)"
1562,3,4,70.0,Ориентир Ателье Зайнаб-биби,09.02.2022 11:08,588000,"(nan, nan)"
1563,1,3,49.0,Сино,09.02.2022 11:08,251370,"(38.5615057, 68.739065)"
1564,3,5,72.0,Испечак 2,09.02.2022 11:06,569999,"(38.5849938, 68.7245146)"
1565,2,20,127.0,,09.02.2022 11:06,1026000,"(nan, nan)"
1566,4,2,120.0,,09.02.2022 11:05,1368000,"(nan, nan)"
1567,2,3,93.0,Сино,09.02.2022 11:04,477000,"(38.5615057, 68.739065)"
1568,2,7,58.0,Ориентир Книжный мир,09.02.2022 11:04,466320,"(nan, nan)"
1569,2,2,61.0,Балх,09.02.2022 11:02,567500,"(38.54383815, 68.7246305)"
1570,6,5,172.0,улица Дехлави,09.02.2022 11:02,1424160,"(38.5655987, 68.8064792)"
1571,2,3,40.0,Сино,09.02.2022 11:01,290000,"(38.5615057, 68.739065)"
1572,1,2,36.0,н.Сино,09.02.2022 11:01,184700,"(38.5615057, 68.739065)"
1573,2,3,70.0,Сино,09.02.2022 11:00,470000,"(38.5615057, 68.739065)"
1574,3,10,50.0,,09.02.2022 10:59,500000,"(nan, nan)"
1575,1,2,47.0,Сино,09.02.2022 10:58,241110,"(38.5615057, 68.739065)"
1576,5,7,113.0,Ориентир Книжный мир,09.02.2022 10:58,908520,"(nan, nan)"
1577,3,2,76.0,Алишера Навои,09.02.2022 10:57,576840,"(38.5701725, 68.79908553033094)"
1578,1,2,44.0,Cино,09.02.2022 10:57,225700,"(nan, nan)"
1579,3,12,80.0,Сино,09.02.2022 10:55,598000,"(38.5615057, 68.739065)"
1580,3,6,74.0,Ориентир бывший Зелёный базар,09.02.2022 10:55,603840,"(nan, nan)"
1581,6,6,134.0,Ориентир бывший Зелёный базар,09.02.2022 10:53,1093440,"(nan, nan)"
1582,2,3,56.0,Сино,09.02.2022 10:53,287280,"(38.5615057, 68.739065)"
1583,1,7,37.0,Гипрозем,09.02.2022 10:50,168720,"(38.5112209, 68.73803768568288)"
1584,4,5,92.0,улица Дехлави,09.02.2022 10:50,761760,"(38.5655987, 68.8064792)"
1585,1,3,36.0,Гипрозем,09.02.2022 10:49,183800,"(38.5112209, 68.73803768568288)"
1586,1,2,41.0,Сино,09.02.2022 10:49,210330,"(38.5615057, 68.739065)"
1587,1,7,43.0,Ориентир Книжный мир,09.02.2022 10:48,345720,"(nan, nan)"
1588,1,11,48.0,Гипрозем,09.02.2022 10:48,190680,"(38.5112209, 68.73803768568288)"
1589,1,9,49.0,Гипрозем,09.02.2022 10:47,222460,"(38.5112209, 68.73803768568288)"
1590,1,7,47.0,Гипрозем,09.02.2022 10:46,214320,"(38.5112209, 68.73803768568288)"
1591,1,6,49.0,Сино,09.02.2022 10:46,251370,"(38.5615057, 68.739065)"
1592,3,3,56.0,,09.02.2022 10:46,548000,"(nan, nan)"
1593,1,8,48.0,Гипрозем,09.02.2022 10:46,216960,"(38.5112209, 68.73803768568288)"
1594,1,3,49.0,Гипразем,09.02.2022 10:45,251370,"(nan, nan)"
1595,6,5,152.0,улица Дехлави,09.02.2022 10:45,1258560,"(38.5655987, 68.8064792)"
1596,2,14,52.0,Гипрозем,09.02.2022 10:45,209475,"(38.5112209, 68.73803768568288)"
1597,2,8,73.0,Дом IL Patio,09.02.2022 10:45,1007000,"(38.574059, 68.74034)"
1598,2,23,70.0,,09.02.2022 10:44,1132000,"(nan, nan)"
1599,1,11,44.0,Гипрозем,09.02.2022 10:44,174020,"(38.5112209, 68.73803768568288)"
1600,1,3,66.0,,09.02.2022 10:44,531000,"(nan, nan)"
1601,4,5,115.0,,09.02.2022 10:44,798000,"(nan, nan)"
1602,1,8,46.0,,09.02.2022 10:44,337200,"(nan, nan)"
1603,1,11,37.0,Гипрозем,09.02.2022 10:44,147630,"(38.5112209, 68.73803768568288)"
1604,1,13,48.0,Гипрозем,09.02.2022 10:43,184800,"(38.5112209, 68.73803768568288)"
1605,2,7,61.0,Мехргон,09.02.2022 10:43,483000,"(38.5859732, 68.79927069760828)"
1606,1,5,47.0,Гипрозем,09.02.2022 10:43,241110,"(38.5112209, 68.73803768568288)"
1607,1,7,41.0,Гипрозем,09.02.2022 10:43,186960,"(38.5112209, 68.73803768568288)"
1608,2,10,93.0,Садбарг,09.02.2022 10:42,529000,"(38.562076, 68.7984058)"
1609,2,6,57.0,Ориентир бывший Зелёный базар,09.02.2022 10:42,465120,"(nan, nan)"
1610,1,3,36.0,Гипрозем,09.02.2022 10:42,183060,"(38.5112209, 68.73803768568288)"
1611,2,10,96.0,Исмоили Сомони,09.02.2022 10:42,763000,"(38.5834656, 68.7891768)"
1612,3,3,47.0,Гипрозем,09.02.2022 10:41,241110,"(38.5112209, 68.73803768568288)"
1613,1,7,36.0,Гипрозем,09.02.2022 10:41,162720,"(38.5112209, 68.73803768568288)"
1614,2,7,86.0,Скорая помощь,09.02.2022 10:41,485000,"(nan, nan)"
1615,1,2,44.0,Гипрозем,09.02.2022 10:40,225720,"(38.5112209, 68.73803768568288)"
1616,1,10,41.0,Гипрозем,09.02.2022 10:40,186140,"(38.5112209, 68.73803768568288)"
1617,1,12,91.0,Поворот Аэропорт,09.02.2022 10:40,446000,"(38.4881522, 68.7153354)"
1618,1,3,41.0,Гипрозем,09.02.2022 10:40,209407,"(38.5112209, 68.73803768568288)"
1619,6,4,170.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:39,1428000,"(nan, nan)"
1620,1,12,41.0,Гипрозем,09.02.2022 10:38,162872,"(38.5112209, 68.73803768568288)"
1621,2,11,77.0,Центр-Симург,09.02.2022 10:37,740000,"(nan, nan)"
1622,1,12,33.0,Гипрозем,09.02.2022 10:37,131092,"(38.5112209, 68.73803768568288)"
1623,1,10,47.0,Гипрозем,09.02.2022 10:37,213380,"(38.5112209, 68.73803768568288)"
1624,2,2,81.0,Сино,09.02.2022 10:37,415530,"(38.5615057, 68.739065)"
1625,1,4,43.0,Гипрозем,09.02.2022 10:36,220500,"(38.5112209, 68.73803768568288)"
1626,1,7,44.0,гипразем,09.02.2022 10:36,200000,"(nan, nan)"
1627,1,11,44.0,Гипрозем,09.02.2022 10:35,175560,"(38.5112209, 68.73803768568288)"
1628,5,6,112.0,Ориентир бывший Зелёный базар,09.02.2022 10:35,913920,"(nan, nan)"
1629,1,2,49.0,Сино,09.02.2022 10:35,251370,"(38.5615057, 68.739065)"
1630,1,13,33.0,Гипрозем,09.02.2022 10:35,131670,"(38.5112209, 68.73803768568288)"
1631,1,9,33.0,Гипрозем,09.02.2022 10:33,150480,"(38.5112209, 68.73803768568288)"
1632,1,11,41.0,Гипрозем,09.02.2022 10:33,163590,"(38.5112209, 68.73803768568288)"
1633,3,5,72.0,улица Дехлави,09.02.2022 10:33,596160,"(38.5655987, 68.8064792)"
1634,2,2,93.0,Сино,09.02.2022 10:33,477000,"(38.5615057, 68.739065)"
1635,1,9,41.0,Гипрозем,09.02.2022 10:32,186532,"(38.5112209, 68.73803768568288)"
1636,2,14,53.0,Поворот Аэропорт,09.02.2022 10:32,460000,"(38.4881522, 68.7153354)"
1637,2,5,50.0,,09.02.2022 10:31,700000,"(nan, nan)"
1638,2,2,71.0,Сино,09.02.2022 10:31,364230,"(38.5615057, 68.739065)"
1639,6,5,132.0,улица Дехлави,09.02.2022 10:27,1092960,"(38.5655987, 68.8064792)"
1640,2,4,76.0,92 мкр-Гулдаста,09.02.2022 10:25,650000,"(38.52225355, 68.74991793788521)"
1641,4,4,90.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:21,756000,"(nan, nan)"
1642,1,6,42.0,Ориентир бывший Зелёный базар,09.02.2022 10:18,342720,"(nan, nan)"
1643,3,14,112.0,Фирдавси,09.02.2022 10:17,660000,"(38.5305762, 68.7763022)"
1644,6,10,190.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:16,1345200,"(nan, nan)"
1645,1,4,59.0,Сино,09.02.2022 10:15,247000,"(38.5615057, 68.739065)"
1646,6,12,170.0,Ориентир Факультет Биологии ТГНУ,09.02.2022 10:14,1264800,"(nan, nan)"
1647,6,4,130.0,Ориентир Ателье Зайнаб-биби,09.02.2022 10:09,1092000,"(nan, nan)"
1648,2,12,72.0,92 мкр,09.02.2022 10:06,499000,"(38.52225355, 68.74991793788521)"
1649,6,14,150.0,Ориентир Минобразование,09.02.2022 10:05,1080000,"(nan, nan)"
1650,1,13,48.0,Фирдавси,09.02.2022 10:04,255000,"(38.5305762, 68.7763022)"
1651,4,7,90.0,102 мкр,09.02.2022 10:03,570000,"(38.5215622, 68.74921245)"
1652,4,9,148.0,Ориентир улица Ниссор Мухаммад,09.02.2022 10:03,1065600,"(nan, nan)"
1653,4,11,128.0,Ориентир Комплекс Ромиз Плаза,09.02.2022 10:02,967680,"(nan, nan)"
1654,4,7,130.0,Фирдавси,09.02.2022 10:02,950000,"(38.5305762, 68.7763022)"
1655,4,13,108.0,Ориентир Школа 65,09.02.2022 10:00,790560,"(nan, nan)"
1656,1,11,71.0,Ориентир улица Дехлави,09.02.2022 09:59,494160,"(nan, nan)"
