,number_of_rooms,floor,area,address,date,price,"latitude, longitude"
3327,3,1,70.0,Сино,01.02.2022 21:35,650000,"(38.5615057, 68.739065)"
3328,3,2,44.0,Сино,01.02.2022 21:27,380000,"(38.5615057, 68.739065)"
3329,4,5,63.0,Сино,01.02.2022 21:05,495000,"(38.5615057, 68.739065)"
3330,2,7,55.0,Сино,01.02.2022 20:55,565500,"(38.5615057, 68.739065)"
3331,1,4,46.0,Айни,01.02.2022 20:37,250000,"(38.533662, 68.6677214)"
3332,2,3,65.0,Айни,01.02.2022 20:29,350000,"(38.533662, 68.6677214)"
3333,1,8,44.0,Шохмансур,01.02.2022 20:27,450000,"(38.5507163, 68.8305472)"
3334,3,9,50.0,,01.02.2022 20:20,390000,"(nan, nan)"
3335,2,8,50.0,,01.02.2022 20:17,280000,"(nan, nan)"
3336,3,3,92.0,Республиканский Опера,01.02.2022 20:16,698000,"(38.5807112, 68.7586383)"
3337,3,4,56.0,Сино,01.02.2022 20:10,430200,"(38.5615057, 68.739065)"
3338,2,6,60.0,Сино,01.02.2022 19:58,470000,"(38.5615057, 68.739065)"
3339,2,6,42.0,Гравзавод,01.02.2022 19:58,1800000,"(nan, nan)"
3340,2,6,58.0,н.Сино,01.02.2022 19:52,330000,"(38.5615057, 68.739065)"
3341,3,6,70.0,,01.02.2022 19:48,530000,"(nan, nan)"
3342,2,8,56.0,Рынок Балх,01.02.2022 19:26,360000,"(38.56067835, 68.74870560029927)"
3343,4,6,111.0,Ватан. На против офиса Вавилон.,01.02.2022 19:22,720000,"(38.563966, 68.7969471)"
3344,1,6,35.0,Сино,01.02.2022 18:56,300000,"(38.5615057, 68.739065)"
3345,3,4,57.0,65 мкр,01.02.2022 18:42,475000,"(38.5823233, 68.74831405)"
3346,2,14,56.0,,01.02.2022 18:37,421000,"(nan, nan)"
3347,4,4,76.0,104 мкр,01.02.2022 18:32,670000,"(38.52171765, 68.74869761629216)"
3348,3,4,72.0,82 мкр,01.02.2022 18:27,542000,"(38.5234594, 68.74951586109968)"
3349,2,15,52.0,Зарафшон,01.02.2022 18:24,370000,"(38.5853222, 68.71890381645422)"
3350,1,11,67.0,Шохмансур,01.02.2022 18:12,404000,"(38.5507163, 68.8305472)"
3351,2,11,68.0,Ватан,01.02.2022 18:04,633000,"(38.563966, 68.7969471)"
3352,5,4,78.0,Фирдавси,01.02.2022 17:55,590000,"(38.5305762, 68.7763022)"
3353,2,7,67.0,Испечак,01.02.2022 17:40,335000,"(38.585271649999996, 68.7282739598053)"
3354,2,5,52.0,Фирдавси,01.02.2022 17:30,405000,"(38.5305762, 68.7763022)"
3355,1,4,65.0,Шохмансур,01.02.2022 17:28,419000,"(38.5507163, 68.8305472)"
3356,1,11,68.0,И.Сомони,01.02.2022 17:20,347000,"(38.5871679, 68.7869964)"
3357,2,2,36.0,Сино,01.02.2022 17:17,290000,"(38.5615057, 68.739065)"
3358,2,5,50.0,Фирдавси,01.02.2022 17:14,410000,"(38.5305762, 68.7763022)"
3359,3,4,60.0,Фирдавсӣ,01.02.2022 17:03,580555,"(38.5305762, 68.7763022)"
3360,3,4,68.0,Исмоили Сомони,01.02.2022 16:40,610000,"(38.5834656, 68.7891768)"
3361,1,17,46.0,,01.02.2022 16:33,236000,"(nan, nan)"
3362,3,9,125.0,Центр,01.02.2022 16:24,1305000,"(38.584950250000006, 68.76348722496377)"
3363,2,8,85.0,Шохмансур,01.02.2022 16:11,900000,"(38.5507163, 68.8305472)"
3364,2,3,40.0,Сино,01.02.2022 16:09,340000,"(38.5615057, 68.739065)"
3365,1,4,43.0,Сино,01.02.2022 16:07,295000,"(38.5615057, 68.739065)"
3366,1,4,27.0,31 мкр,01.02.2022 16:04,200000,"(38.509434, 68.73463477325393)"
3367,3,4,65.0,Фирдавси,01.02.2022 16:01,610000,"(38.5305762, 68.7763022)"
3368,3,1,50.0,,01.02.2022 15:48,250000,"(nan, nan)"
3369,1,13,43.0,Альфемо,01.02.2022 15:45,306000,"(38.5686582, 68.7850622)"
3370,3,12,146.0,Кукольный театр,01.02.2022 15:38,946000,"(nan, nan)"
3371,3,4,80.0,91 мкр,01.02.2022 15:36,800000,"(38.54670385, 68.74736905)"
3372,1,7,43.0,зарафшон 2,01.02.2022 15:31,350000,"(38.5832623, 68.7107404123386)"
3373,4,4,75.0,101мкр,01.02.2022 15:30,565000,"(nan, nan)"
3374,1,2,23.0,Исмоили Сомони,01.02.2022 15:30,220000,"(38.5834656, 68.7891768)"
3375,3,2,120.0,Ориентир - Ресторан Гулдаста,01.02.2022 15:29,1290300,"(nan, nan)"
3376,3,7,97.0,Площадь Победы,01.02.2022 15:24,713920,"(nan, nan)"
3377,2,2,60.0,Сино,01.02.2022 15:16,627000,"(38.5615057, 68.739065)"
3378,2,9,50.0,,01.02.2022 15:15,335000,"(nan, nan)"
3379,2,1,42.0,9 км,01.02.2022 15:15,270000,"(38.5885533, 68.7787884)"
3380,4,6,90.0,Испечак 2,01.02.2022 15:09,700000,"(38.5849938, 68.7245146)"
3381,3,2,50.0,,01.02.2022 15:00,604000,"(nan, nan)"
3382,3,2,74.0,92мкр,01.02.2022 15:00,625000,"(nan, nan)"
3383,2,9,50.0,112мкр,01.02.2022 14:59,455000,"(nan, nan)"
3384,2,5,45.0,Шохмансур,01.02.2022 14:55,170000,"(38.5507163, 68.8305472)"
3385,2,4,91.0,Исмоили Сомони,01.02.2022 14:45,595000,"(38.5834656, 68.7891768)"
3386,3,10,83.0,Фирдавси ул Сохили 46 мкр,01.02.2022 14:15,398000,"(38.5305762, 68.7763022)"
3387,2,6,43.0,Сино,01.02.2022 14:12,167000,"(38.5615057, 68.739065)"
3388,1,2,32.0,Фирдавси,01.02.2022 14:10,155000,"(38.5305762, 68.7763022)"
3389,4,10,143.0,Ориентир Бывший Магазин Камолот,01.02.2022 14:08,970250,"(nan, nan)"
3390,3,7,83.0,Ориентир Площадь Победы,01.02.2022 14:07,610880,"(nan, nan)"
3391,2,4,54.0,Фирдавси,01.02.2022 14:04,399000,"(38.5305762, 68.7763022)"
3392,2,12,70.0,65 мкр,01.02.2022 14:01,340000,"(38.5823233, 68.74831405)"
3393,5,10,116.0,Ориентир напротив бывшего магазина Ласточка,01.02.2022 13:59,787060,"(nan, nan)"
3394,2,2,50.0,,01.02.2022 13:56,270000,"(nan, nan)"
3395,2,1,60.0,Сино,01.02.2022 13:54,410000,"(38.5615057, 68.739065)"
3396,2,15,67.0,Сино,01.02.2022 13:54,360000,"(38.5615057, 68.739065)"
3397,1,3,34.0,Сино,01.02.2022 13:52,170000,"(38.5615057, 68.739065)"
3398,5,14,123.0,Ориентир Новый офис Точиксодиротбанка,01.02.2022 13:50,848700,"(nan, nan)"
3399,1,3,32.0,Сино,01.02.2022 13:48,175000,"(38.5615057, 68.739065)"
3400,1,6,32.0,Фирдавси,01.02.2022 13:47,215000,"(38.5305762, 68.7763022)"
3401,1,2,40.0,Фирдавси,01.02.2022 13:44,165000,"(38.5305762, 68.7763022)"
3402,3,4,80.0,Сино,01.02.2022 13:43,540000,"(38.5615057, 68.739065)"
3403,2,2,52.0,Фирдавси,01.02.2022 13:39,240000,"(38.5305762, 68.7763022)"
3404,2,6,45.0,Сино,01.02.2022 13:36,170000,"(38.5615057, 68.739065)"
3405,2,2,50.0,Корвон,01.02.2022 13:23,175000,"(38.50599805, 68.75511569013814)"
3406,5,4,94.0,Автовокзал,01.02.2022 13:17,699999,"(38.57144665, 68.75630004640139)"
3407,3,2,63.0,р. Сино,01.02.2022 13:16,450000,"(38.571596549999995, 68.76501266615352)"
3408,4,10,140.0,Диагностика,01.02.2022 13:16,590000,"(nan, nan)"
3409,5,16,113.0,Ориентир Гостиница Душанбе,01.02.2022 13:05,779700,"(nan, nan)"
3410,3,12,136.0,район Сельхоз,01.02.2022 12:50,1080000,"(38.5858337, 68.793715)"
3411,4,12,185.0,Караболо,01.02.2022 12:48,2230000,"(nan, nan)"
3412,2,7,42.0,Н. Сино Маҳалаи Навбаҳор ( Тоҷирон),01.02.2022 12:33,225000,"(38.55857825, 68.79582022080177)"
3413,2,7,67.0,63 мкр,01.02.2022 12:23,375000,"(38.58288255, 68.7482971)"
3414,1,4,34.0,104 мкр,01.02.2022 12:06,320000,"(38.52171765, 68.74869761629216)"
3415,1,1,29.0,Мохи нав,01.02.2022 12:06,320000,"(38.55966, 68.7514043)"
3416,2,12,88.0,Садбарг,01.02.2022 12:05,570000,"(38.562076, 68.7984058)"
3417,2,7,80.0,92 мкр,01.02.2022 12:04,580000,"(38.52225355, 68.74991793788521)"
3418,3,1,77.0,Фирдавси,01.02.2022 12:03,569000,"(38.5305762, 68.7763022)"
3419,3,20,128.0,Ватан,01.02.2022 12:01,1368000,"(38.563966, 68.7969471)"
3420,2,15,95.0,Центр,01.02.2022 11:54,535000,"(38.584950250000006, 68.76348722496377)"
3421,1,11,74.0,Ориентир Клиника Жасмин,01.02.2022 11:50,460000,"(nan, nan)"
3422,2,18,96.0,Ориентир Душанбе Водоканал,01.02.2022 11:47,662400,"(nan, nan)"
3423,1,14,74.0,Ориентир Национальный Патентный Центр,01.02.2022 11:46,510600,"(nan, nan)"
3424,2,11,53.0,Шевченко 65,01.02.2022 11:40,678000,"(38.5680967, 68.7836254)"
3425,2,4,85.0,,01.02.2022 11:35,1300000,"(nan, nan)"
3426,3,2,62.0,И. Сомони,01.02.2022 11:27,598900,"(38.5871679, 68.7869964)"
3427,2,12,64.0,Яккачинор,01.02.2022 11:27,289280,"(38.5644634, 68.7598051)"
3428,3,4,67.0,84 мкр,01.02.2022 11:24,520000,"(38.52399065, 68.74912565571961)"
3429,1,14,64.0,Кохи Борбад,01.02.2022 11:19,254240,"(38.58227975, 68.76266008256485)"
3430,1,1,40.0,92 мкр,01.02.2022 11:12,421800,"(38.52225355, 68.74991793788521)"
3431,2,3,56.0,Фирдавси,01.02.2022 11:10,420000,"(38.5305762, 68.7763022)"
3432,2,2,67.0,91 мкр,01.02.2022 11:10,454800,"(38.54670385, 68.74736905)"
3433,3,12,80.0,102мкр,01.02.2022 11:07,591245,"(nan, nan)"
3434,2,12,83.0,,01.02.2022 11:06,445000,"(nan, nan)"
3435,2,7,65.0,Садбарг,01.02.2022 11:06,690000,"(38.562076, 68.7984058)"
3436,1,18,64.0,Караболо Исмаилитский центр,01.02.2022 11:06,331000,"(nan, nan)"
3437,1,6,86.0,Спартак,01.02.2022 11:06,745000,"(38.58096865, 68.79602632635067)"
3438,1,8,64.0,Ашан,01.02.2022 11:06,478400,"(38.5737759, 68.8016005)"
3439,3,2,131.0,Поворот аэропорта,01.02.2022 11:04,1035000,"(38.4881522, 68.7153354)"
3440,4,15,218.0,,01.02.2022 11:04,1880000,"(nan, nan)"
3441,4,5,125.0,,01.02.2022 11:03,862000,"(nan, nan)"
3442,4,8,120.0,Зарафшон,01.02.2022 10:58,690000,"(38.5853222, 68.71890381645422)"
3443,2,2,51.0,Фирдавси,01.02.2022 10:54,445000,"(38.5305762, 68.7763022)"
3444,2,14,98.0,,01.02.2022 10:46,617000,"(nan, nan)"
3445,2,2,60.0,84 мкр,01.02.2022 10:45,500000,"(38.52399065, 68.74912565571961)"
3446,2,11,79.0,гранд отель,01.02.2022 10:44,576000,"(38.5736713, 68.7948765)"
3447,3,4,68.0,82 мкр,01.02.2022 10:43,535000,"(38.5234594, 68.74951586109968)"
3448,3,2,78.0,104мкр,01.02.2022 10:42,558000,"(nan, nan)"
3449,1,5,50.0,Исмоили Сомонӣ,01.02.2022 10:40,370000,"(38.5834656, 68.7891768)"
3450,3,3,57.0,,01.02.2022 10:35,500000,"(nan, nan)"
3451,3,5,63.0,Сино-2,01.02.2022 10:21,455000,"(38.5615057, 68.739065)"
3452,3,7,100.0,Мост Аэропорта,01.02.2022 10:18,740000,"(nan, nan)"
3453,3,3,68.0,104 мкр,01.02.2022 10:16,501600,"(38.52171765, 68.74869761629216)"
3454,4,1,80.0,112 мкр,01.02.2022 10:11,650000,"(38.5208346, 68.74790775)"
3455,3,14,101.0,Гулистон,01.02.2022 10:09,420000,"(38.5427547, 68.8685532)"
3456,2,3,65.0,92 мкр,01.02.2022 10:00,570000,"(38.52225355, 68.74991793788521)"
3457,4,2,140.0,112 мкр,01.02.2022 09:39,1564000,"(38.5208346, 68.74790775)"
3458,3,6,100.0,Филармония,01.02.2022 09:39,852000,"(38.5635832, 68.7537962)"
3459,3,2,115.0,Голубой экран,01.02.2022 09:36,1134000,"(38.5631138, 68.7919442)"
3460,6,10,200.0,Филармония,01.02.2022 09:35,1560000,"(38.5635832, 68.7537962)"
3461,1,9,49.0,Шохмансур,01.02.2022 09:31,250268,"(38.5507163, 68.8305472)"
3462,3,5,75.0,Испечак 2,01.02.2022 09:26,627000,"(38.5849938, 68.7245146)"
3463,1,13,54.0,Повороти Аэропорт,01.02.2022 09:25,342000,"(nan, nan)"
3464,2,4,55.0,,01.02.2022 09:18,535800,"(nan, nan)"
3465,2,14,77.0,,01.02.2022 09:18,456456,"(nan, nan)"
3466,3,2,90.0,,01.02.2022 09:16,684000,"(nan, nan)"
3467,4,8,100.0,101 мкр,01.02.2022 09:14,694180,"(38.5425835, 68.81521423589763)"
3468,2,6,74.0,91мкр,01.02.2022 09:13,647520,"(nan, nan)"
3469,3,12,76.0,Испечак,01.02.2022 09:12,475000,"(38.585271649999996, 68.7282739598053)"
3470,3,7,70.0,,01.02.2022 09:11,741000,"(nan, nan)"
3471,3,4,60.0,,01.02.2022 09:11,473000,"(nan, nan)"
3472,2,3,75.0,103мкр,01.02.2022 09:10,558600,"(nan, nan)"
3473,2,4,45.0,91мкр,01.02.2022 09:09,415370,"(nan, nan)"
3474,3,2,74.0,92мкр,01.02.2022 09:06,649800,"(nan, nan)"
3475,2,15,50.0,,01.02.2022 09:04,512100,"(nan, nan)"
3476,2,16,50.0,Поворот Аэропорта,01.02.2022 09:03,604000,"(38.4881522, 68.7153354)"
3477,3,3,174.0,Перекрёсток Скорой Помощи,01.02.2022 09:02,1225500,"(nan, nan)"
3478,3,9,93.0,Фирдавси,01.02.2022 09:02,513000,"(38.5305762, 68.7763022)"
3479,2,12,82.0,,01.02.2022 09:02,990000,"(nan, nan)"
3480,2,10,90.0,И.Сомони,01.02.2022 09:01,1350000,"(38.5871679, 68.7869964)"
3481,2,5,54.0,,01.02.2022 08:59,558000,"(nan, nan)"
3482,3,18,145.0,Спартак,01.02.2022 08:58,1653000,"(38.58096865, 68.79602632635067)"
3483,3,8,100.0,Колхоз Россия,01.02.2022 08:58,779000,"(nan, nan)"
3484,4,11,140.0,,01.02.2022 08:58,798000,"(nan, nan)"
3485,3,4,70.0,,01.02.2022 08:54,580000,"(nan, nan)"
3486,1,8,45.0,Зарафшон-2,01.02.2022 08:48,349000,"(38.5832623, 68.7107404123386)"
3487,4,3,150.0,112 мкр,01.02.2022 08:29,2025000,"(38.5208346, 68.74790775)"
3488,3,3,108.0,Шохмансур,01.02.2022 08:23,1360000,"(38.5507163, 68.8305472)"
3489,2,10,50.0,,01.02.2022 08:17,549000,"(nan, nan)"
3490,3,11,81.0,Сино,01.02.2022 08:15,399000,"(38.5615057, 68.739065)"
3491,3,11,107.0,Шохмансур,01.02.2022 08:15,676800,"(38.5507163, 68.8305472)"
3492,3,4,60.0,Нохияй Фирдавси Кучай Борбад,01.02.2022 07:56,466000,"(nan, nan)"
3493,3,1,63.0,Сино,01.02.2022 07:53,545000,"(38.5615057, 68.739065)"
3494,2,1,65.0,,01.02.2022 07:46,357000,"(nan, nan)"
3495,3,10,102.0,Хитой бозор,01.02.2022 07:14,370464,"(38.554049899999995, 68.78854784999999)"
3496,3,4,65.0,Фирдавси,01.02.2022 06:58,520000,"(38.5305762, 68.7763022)"
3497,5,9,50.0,,01.02.2022 06:52,689700,"(nan, nan)"
3498,5,2,100.0,Фирдавси,01.02.2022 06:37,750000,"(38.5305762, 68.7763022)"
3499,2,5,77.0,Сино,01.02.2022 06:31,420000,"(38.5615057, 68.739065)"
3500,2,3,45.0,Сино ул. Хучанди д. 18 ориентир кинотеатр Орлёнок,01.02.2022 02:59,430000,"(38.5615057, 68.739065)"
3501,1,3,40.0,92 мкр кафе суман,01.02.2022 02:04,417000,"(38.52225355, 68.74991793788521)"
3502,2,2,64.0,Зарафшон,01.02.2022 00:36,440000,"(38.5853222, 68.71890381645422)"
3503,3,2,68.0,92мкр,01.02.2022 00:26,680000,"(nan, nan)"
3504,2,2,44.0,Аэропорт,01.02.2022 00:14,385000,"(38.54557415, 68.82363701984585)"
3505,3,8,85.0,Сино 1,01.02.2022 00:12,720000,"(38.5621345, 68.75583104243432)"
3506,1,5,48.0,Шохмансур,31.01.2022 23:56,341000,"(38.5507163, 68.8305472)"
3507,2,12,105.0,Шохмансур,31.01.2022 23:55,1244000,"(38.5507163, 68.8305472)"
3508,5,3,50.0,,31.01.2022 23:49,840000,"(nan, nan)"
3509,2,12,54.0,46 мкр,31.01.2022 23:42,450000,"(38.52874565, 68.7448214)"
3510,2,11,63.0,Шохмансур,31.01.2022 23:26,287280,"(38.5507163, 68.8305472)"
3511,3,10,108.0,Дом Печать,31.01.2022 23:18,670000,"(38.5707484, 68.7886955)"
3512,3,15,50.0,,31.01.2022 23:12,504906,"(nan, nan)"
3513,3,5,87.0,Сомони,31.01.2022 23:03,900000,"(38.5858337, 68.793715)"
3514,3,9,90.0,зарафшон,31.01.2022 22:59,788900,"(38.5853222, 68.71890381645422)"
3515,2,3,58.0,проспект Айни,31.01.2022 22:58,813600,"(38.5688829, 68.7908893)"
3516,2,3,90.0,проспект Айни,31.01.2022 22:57,1231200,"(38.5688829, 68.7908893)"
3517,2,3,90.0,проспект Айни,31.01.2022 22:57,1231200,"(38.5688829, 68.7908893)"
3518,3,11,130.0,,31.01.2022 22:57,889200,"(nan, nan)"
3519,3,5,80.0,,31.01.2022 22:46,627000,"(nan, nan)"
3520,3,12,73.0,Парк Айни,31.01.2022 22:45,410000,"(38.5624782, 68.79915905328684)"
3521,2,3,50.0,Хитойбозор,31.01.2022 22:42,225325,"(nan, nan)"
3522,2,1,40.0,Фирдавси,31.01.2022 22:41,355000,"(38.5305762, 68.7763022)"
3523,4,5,76.0,Фирдавси,31.01.2022 22:36,550000,"(38.5305762, 68.7763022)"
3524,2,4,51.0,Сомони,31.01.2022 22:34,499000,"(38.5858337, 68.793715)"
3525,1,1,35.0,Диагностика,31.01.2022 22:33,260000,"(nan, nan)"
3526,2,3,68.0,Гипрозем точирон,31.01.2022 22:13,390000,"(38.5112209, 68.73803768568288)"
3527,4,4,85.0,Фирдавси,31.01.2022 21:56,570000,"(38.5305762, 68.7763022)"
3528,2,3,49.0,Пости Чимтеппа,31.01.2022 21:52,175000,"(nan, nan)"
3529,2,5,80.0,Пединститут,31.01.2022 21:50,290000,"(nan, nan)"
3530,1,7,50.0,Вахдат,31.01.2022 21:33,110000,"(38.58980425, 68.78555936331782)"
3531,2,10,81.0,Спартак,31.01.2022 21:31,810000,"(38.58096865, 68.79602632635067)"
3532,3,1,52.0,Аэропорт,31.01.2022 21:20,510000,"(38.54557415, 68.82363701984585)"
3533,1,2,32.0,Фирдавси,31.01.2022 21:20,210000,"(38.5305762, 68.7763022)"
3534,2,4,55.0,,31.01.2022 21:18,560000,"(nan, nan)"
3535,2,2,48.0,Ориентир Молодежный театр,31.01.2022 21:04,435000,"(nan, nan)"
3536,2,2,36.0,,31.01.2022 20:55,375000,"(nan, nan)"
3537,4,6,185.0,Дом Печати,31.01.2022 20:42,2000000,"(38.5706843, 68.7897228)"
3538,2,11,76.0,Шохмансур,31.01.2022 20:38,638400,"(38.5507163, 68.8305472)"
3539,3,6,112.0,82 мкр,31.01.2022 20:37,1254000,"(38.5234594, 68.74951586109968)"
3540,3,4,112.0,Хилтон,31.01.2022 20:30,880000,"(38.5623522, 68.81128815016059)"
3541,3,11,93.0,Ваҳдат,31.01.2022 20:22,250000,"(37.5116642, 71.5093091)"
3542,3,9,114.0,Шохмансур,31.01.2022 20:21,389880,"(38.5507163, 68.8305472)"
3543,2,2,54.0,Фирдaвси,31.01.2022 20:09,265000,"(38.5305762, 68.7763022)"
3544,2,8,60.0,Зарафшон,31.01.2022 20:08,470000,"(38.5853222, 68.71890381645422)"
3545,5,15,255.0,Сино,31.01.2022 19:54,2950000,"(38.5615057, 68.739065)"
3546,2,3,52.0,Книжный Мир,31.01.2022 19:54,522000,"(38.5622541, 68.7941789)"
3547,3,7,138.0,,31.01.2022 19:52,1271000,"(nan, nan)"
3548,2,8,58.0,ул Пушкина,31.01.2022 19:51,562000,"(38.577858, 68.7915239)"
3549,2,14,62.0,,31.01.2022 19:51,319000,"(nan, nan)"
3550,5,8,114.0,46 мкр,31.01.2022 19:50,800000,"(38.52874565, 68.7448214)"
3551,2,9,75.0,Сино,31.01.2022 19:47,595000,"(38.5615057, 68.739065)"
3552,1,12,45.0,Фирдавси,31.01.2022 19:36,203000,"(38.5305762, 68.7763022)"
3553,4,5,50.0,,31.01.2022 19:29,1550000,"(nan, nan)"
3554,1,8,60.0,,31.01.2022 19:20,310000,"(nan, nan)"
3555,2,2,40.0,Шахраки нефтяник доми 8,31.01.2022 19:10,170000,"(nan, nan)"
3556,3,9,107.0,И. Сомони,31.01.2022 18:59,1197000,"(38.5871679, 68.7869964)"
3557,2,5,56.0,Шохмансур,31.01.2022 18:58,300000,"(38.5507163, 68.8305472)"
3558,1,15,42.0,Фирдавси,31.01.2022 18:53,220000,"(38.5305762, 68.7763022)"
3559,2,2,78.0,92мкр,31.01.2022 18:43,638000,"(nan, nan)"
3560,2,13,69.0,,31.01.2022 18:41,195000,"(nan, nan)"
3561,3,3,96.0,112 мкр,31.01.2022 18:40,853000,"(38.5208346, 68.74790775)"
3562,2,16,63.0,,31.01.2022 17:58,310000,"(nan, nan)"
3563,2,18,96.0,Сино,31.01.2022 17:53,420000,"(38.5615057, 68.739065)"
3564,2,10,114.0,Шохмансур,31.01.2022 17:52,650000,"(38.5507163, 68.8305472)"
3565,2,4,40.0,,31.01.2022 17:52,340000,"(nan, nan)"
3566,4,4,86.0,Шохмансур,31.01.2022 17:51,570000,"(38.5507163, 68.8305472)"
3567,2,7,50.0,Фирдавси,31.01.2022 17:38,240000,"(38.5305762, 68.7763022)"
3568,1,4,50.0,,31.01.2022 17:23,175000,"(nan, nan)"
3569,5,15,118.0,Напротив Налоговой Шохмансура,31.01.2022 17:16,814200,"(nan, nan)"
3570,2,7,89.0,Ориентир Новый Пайкар,31.01.2022 17:08,655040,"(nan, nan)"
3571,5,18,103.0,Ориентир бывший Бизнес Центр SAS,31.01.2022 17:02,710700,"(nan, nan)"
3572,4,1,80.0,104 мкр,31.01.2022 17:01,565000,"(38.52171765, 68.74869761629216)"
3573,3,15,63.0,н.Фирдавси,31.01.2022 16:59,520000,"(38.5305762, 68.7763022)"
3574,3,3,57.0,Фирдавси,31.01.2022 16:54,450000,"(38.5305762, 68.7763022)"
3575,2,16,67.0,82,31.01.2022 16:47,277000,"(38.5234594, 68.74951586109968)"
3576,3,6,98.0,Ориентир улица Чехова,31.01.2022 16:38,799680,"(nan, nan)"
3577,2,2,36.0,Шохмансур,31.01.2022 16:35,280000,"(38.5507163, 68.8305472)"
3578,1,2,30.0,Шохмансур,31.01.2022 16:33,340000,"(38.5507163, 68.8305472)"
3579,1,5,47.0,Мардон,31.01.2022 16:18,350000,"(38.526600200000004, 68.74827971106365)"
3580,2,4,60.0,61 мкр,31.01.2022 16:08,420000,"(38.5902908, 68.73696025314088)"
3581,3,6,80.0,Шохмансур,31.01.2022 16:07,965000,"(38.5507163, 68.8305472)"
3582,1,10,50.0,Сино,31.01.2022 15:58,220000,"(38.5615057, 68.739065)"
3583,3,12,50.0,,31.01.2022 15:55,900000,"(nan, nan)"
3584,3,4,97.0,Поворот Аэропорта,31.01.2022 15:51,750000,"(38.4881522, 68.7153354)"
3585,4,2,130.0,Ориентир Ресторан Гулдаста,31.01.2022 15:51,1280530,"(nan, nan)"
3586,4,4,170.0,Гранд отель,31.01.2022 15:42,1415000,"(38.5736713, 68.7948765)"
3587,2,20,55.0,Зарафшон,31.01.2022 15:38,160000,"(38.5853222, 68.71890381645422)"
3588,2,2,50.0,Филармония,31.01.2022 15:38,440000,"(38.5635832, 68.7537962)"
3589,2,5,52.0,Шохмансур,31.01.2022 15:38,325000,"(38.5507163, 68.8305472)"
3590,3,19,143.0,Дом Печати,31.01.2022 15:16,648000,"(38.5706843, 68.7897228)"
3591,3,1,50.0,,31.01.2022 15:14,218000,"(nan, nan)"
3592,2,6,64.0,Гипрозем,31.01.2022 15:11,380000,"(38.5112209, 68.73803768568288)"
3593,5,13,172.0,Ориентир Хадамоти давлатии оташнишони,31.01.2022 14:48,1107680,"(nan, nan)"
3594,5,17,108.0,Ориентир Торгово - Жилой Комплекс Ватан,31.01.2022 14:42,745200,"(nan, nan)"
3595,3,9,70.0,Политехникум,31.01.2022 14:40,385000,"(38.53258295, 68.73744528032304)"
3596,1,7,55.0,Зарнисор,31.01.2022 14:40,230000,"(38.5077678, 68.7681578)"
3597,3,9,92.0,92 мкр,31.01.2022 14:39,848000,"(38.52225355, 68.74991793788521)"
3598,2,10,90.0,Спартак,31.01.2022 14:32,698000,"(38.58096865, 68.79602632635067)"
3599,3,2,130.0,улица Сино,31.01.2022 14:22,1270750,"(38.5923236, 68.7570376)"
3600,2,12,74.0,Шохмансур,31.01.2022 14:22,650000,"(38.5507163, 68.8305472)"
3601,2,6,76.0,Сомони,31.01.2022 14:18,480000,"(38.5858337, 68.793715)"
3602,3,11,90.0,Колхоз Россия,31.01.2022 14:07,536000,"(nan, nan)"
3603,3,10,118.0,Ориентир Новое Турецкое кафе,31.01.2022 14:07,800630,"(nan, nan)"
3604,1,7,64.0,Ориентир Наппротив Минтранса,31.01.2022 14:02,471040,"(nan, nan)"
3605,2,6,50.0,Фирдавси,31.01.2022 13:56,243000,"(38.5305762, 68.7763022)"
3606,1,1,33.0,Сино,31.01.2022 13:53,240000,"(38.5615057, 68.739065)"
3607,4,10,119.0,Ориентир Бывший Магазин Камолот,31.01.2022 13:48,807420,"(nan, nan)"
3608,2,3,50.0,Фирдавси,31.01.2022 13:48,250000,"(38.5305762, 68.7763022)"
3609,2,2,50.0,Сино Юсуф Вафо,31.01.2022 13:43,330000,"(38.5615057, 68.739065)"
3610,2,9,54.0,,31.01.2022 13:27,649900,"(nan, nan)"
3611,2,3,47.0,112 мкр,31.01.2022 13:08,434000,"(38.5208346, 68.74790775)"
3612,2,3,37.0,Политехникум,31.01.2022 13:07,370000,"(38.53258295, 68.73744528032304)"
3613,2,3,75.0,Шохмансур,31.01.2022 12:57,548000,"(38.5507163, 68.8305472)"
3614,2,9,141.0,Шохмансур,31.01.2022 12:56,835000,"(38.5507163, 68.8305472)"
3615,3,9,164.0,Шохмансур,31.01.2022 12:55,970000,"(38.5507163, 68.8305472)"
3616,2,9,95.0,Шохмансур,31.01.2022 12:54,565000,"(38.5507163, 68.8305472)"
3617,1,4,33.0,Гипрозем,31.01.2022 12:54,320000,"(38.5112209, 68.73803768568288)"
3618,5,1,90.0,Сино 2,31.01.2022 12:53,680000,"(38.5615057, 68.739065)"
3619,1,6,51.0,,31.01.2022 12:47,434000,"(nan, nan)"
3620,4,9,104.0,И.Сомони,31.01.2022 12:47,620000,"(38.5871679, 68.7869964)"
3621,3,6,117.0,Сино,31.01.2022 12:41,333000,"(38.5615057, 68.739065)"
3622,2,3,60.0,Фирдавси,31.01.2022 12:39,650000,"(38.5305762, 68.7763022)"
3623,2,3,108.0,112 мкр,31.01.2022 12:33,570000,"(38.5208346, 68.74790775)"
3624,3,6,82.0,18мкр,31.01.2022 12:25,320000,"(nan, nan)"
